,,Tax_%_GDP,GINI_Index,Social_benefits_expense_%_GDP,Interest_expense_%_GDP,OilRrents_%_GDP,Agriculture_%_GDP,ControlofCorruption,GovernmentEffectiveness,RegulatoryQuality,RuleofLaw,Political_StabilityNoViolence,VoiceandAccountability
,,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean
País,Ano,,,,,,,,,,,,
Kenya,2011,0.167866299566045,46.5,0.0,0.0018314951463231,0.0,18.89471122499528,-0.950184404850006,-0.5665673017501831,-0.2145242244005203,-0.903630554676056,-1.24479079246521,-0.2695201933383941
Kenya,2012,0.201493549326217,46.5,0.0,0.0023708337928882,0.0,18.82972593294458,-1.0934324264526367,-0.523332953453064,-0.299869030714035,-0.8237592577934265,-1.3234412670135498,-0.2878036499023437
Kenya,2014,17.222022183458467,46.5,0.547535695053071,2.536007479474772,0.0,18.347839339355595,-0.933304250240326,-0.3337690234184265,-0.3161605894565582,-0.4169542193412781,-1.2822471857070925,-0.1452322155237198
Kenya,2015,16.609885772367086,40.8,0.6422094144397674,2.7559100305498583,0.0,19.469614778052783,-1.0136168003082275,-0.3015066981315613,-0.3124211430549621,-0.4882331788539886,-1.2444056272506714,-0.1460002064704895
Kenya,2016,16.922645915137956,40.8,1.252674998955925,3.2078662800037723,0.0,20.03451643283491,-0.8926453590393066,-0.3251143395900726,-0.300329715013504,-0.4406989216804504,-1.3547910451889038,-0.1130231916904449
Kenya,2017,16.24816556196088,40.8,1.295306329070994,2.99295110236211,0.0,20.893637406529177,-0.9550213813781738,-0.3195152878761291,-0.2316267490386963,-0.4156587123870849,-1.1319221258163452,-0.1977405995130539
Kenya,2018,15.815621528242811,40.8,1.319098835340649,3.704734763314011,0.0052929498463436,20.314910419968,-0.8510733842849731,-0.4115028977394104,-0.2248414456844329,-0.4110060334205627,-1.1840906143188477,-0.3804235458374023
Kenya,2019,16.153156592664864,40.8,1.4011430000907863,3.9290706671588222,0.0220733292899505,21.16950318331722,-0.7865493297576904,-0.3833901882171631,-0.2769633829593658,-0.4542259275913238,-1.1017513275146484,-0.3126481771469116
Kenya,2020,14.663621209276986,40.8,0.9479339946588984,4.23436646408058,0.0220733292899505,23.04756666795623,-0.8553774952888489,-0.3543688356876373,-0.4419633448123932,-0.5577265620231628,-1.003641128540039,-0.3399550914764404
Kiribati,2010,15.7110396354917,43.7,0.726888941616306,0.837065810408625,0.0,24.064380344709736,-0.0772983580827713,-0.850458025932312,-1.3355823755264282,0.0551007576286792,1.422731637954712,0.6353967189788818
Kiribati,2011,18.257454811736817,43.7,1.07520431645692,2.1999180191073,0.0,25.07363902659784,0.09501913189888,-0.7764066457748413,-1.4045898914337158,0.1002313941717147,1.3024883270263672,0.837064266204834
Kiribati,2012,18.969612897783293,41.54,2.74938035343997,3.49881526312066,0.0,24.33562182323989,0.0063896793872118,-0.7959708571434021,-1.3273797035217283,0.1416605859994888,1.290351152420044,0.7746086716651917
Kiribati,2013,18.635822693112058,39.38,3.0890060393969,0.958393395257144,0.0,23.047916654931782,-0.0423936322331428,-0.7700296640396118,-1.3473434448242188,0.1815301477909088,1.283926010131836,0.8057979345321655
Kiribati,2014,18.35269598671772,41.540000000000006,2.56341761510411,0.0876248878158349,0.0,23.74461346249133,0.2519078254699707,-0.5611627101898193,-0.9191489815711976,-0.1244643703103065,0.801865816116333,0.9397047162055968
Kiribati,2015,22.665841396114583,32.099999999999994,2.50028482493689,0.073091752826254,0.0,21.57639529422076,0.2202898263931274,-0.4900718629360199,-0.876477062702179,-0.1553420275449752,0.8435605764389038,0.9789278507232666
Kiribati,2016,25.470438492129624,39.96,2.49358021660108,0.0625291802841326,0.0,26.32115620486054,0.249604657292366,-0.4339802861213684,-0.8390459418296814,0.2362975627183914,0.8732360601425171,1.004907727241516
Kiribati,2017,22.588991878302068,41.54,2.39457197671369,0.12426836839571,0.0,30.511126365929886,0.3631015121936798,-0.2675971686840057,-0.8283504247665405,0.4754284024238586,0.8814256191253662,1.047755479812622
Kiribati,2018,21.28487590597313,41.54,2.93836418812872,0.236427694262972,0.0,29.160788565728208,0.3398819267749786,-0.2469959259033203,-0.7787297964096069,0.4763226211071014,1.023674726486206,1.1128109693527222
Kiribati,2019,24.860736066779484,41.54,2.63991605755932,0.803035032640177,0.0,29.437056232678465,0.3708637356758117,-0.2388186007738113,-0.623360276222229,0.7393794655799866,1.1288325786590576,1.0658247470855713
Kiribati,2020,24.288409728516253,33.160000000000004,9.27220751332234,0.0,0.0,29.437056232678465,0.4503272771835327,-0.1362212896347046,-0.5734184980392456,0.8797513842582703,1.0810487270355225,1.1289807558059692
"Korea, Rep.",2006,4.10519475159892,31.7,2.11712094701529,0.069659800626789,0.0014562916641897,2.497470419445476,0.3483673930168152,1.0453970432281494,0.7479267120361328,0.8714592456817627,0.423494428396225,0.6905550956726074
"Korea, Rep.",2007,3.994965770063,31.7,2.06893956482948,0.0419897872749688,0.0009436836720903,2.283409084777071,0.6020547151565552,1.2368367910385132,0.9040992856025696,1.029149293899536,0.5662744641304016,0.6997411251068115
"Korea, Rep.",2008,4.09958581430903,32.3,2.5930637282465,0.0692830097920962,0.0009895963450607,2.142249742574292,0.4701436161994934,1.050990104675293,0.7318411469459534,0.8808925151824951,0.421894371509552,0.6571435928344727
"Korea, Rep.",2009,3.73216406951504,32.3,2.83075007331826,0.0473639660872986,0.0011451483710838,2.240556811947291,0.5350722670555115,1.0947248935699463,0.8404044508934021,0.9937183260917664,0.4095645546913147,0.7076683640480042
"Korea, Rep.",2010,3.78276788853414,32.0,2.76520092586393,0.0705813851364634,0.0017366342996375,2.1440163216521984,0.4696376323699951,1.2044392824172974,0.9348349571228028,1.0038985013961792,0.3258958160877228,0.7410869598388672
"Korea, Rep.",2011,3.76547941116416,32.0,2.37227213008623,0.0696491245248525,0.0017780087438659,2.2091999551887587,0.5283376574516296,1.252658486366272,0.9885985851287842,1.02593195438385,0.4124956429004669,0.7269192934036255
"Korea, Rep.",2012,3.88274156310002,31.6,0.0,0.136956775493672,0.001548360581042,2.186185040962803,0.534928023815155,1.199196696281433,0.8941595554351807,0.9841591119766236,0.2671033143997192,0.7255957722663879
"Korea, Rep.",2013,3.70500990392447,31.6,0.0,0.106411884922581,0.0014473710472962,2.099047113672794,0.6144779920578003,1.1256293058395386,0.9912655353546144,0.9537362456321716,0.2785786390304565,0.7058275938034058
"Korea, Rep.",2014,4.06763413097134,31.2,1.66833748685961e-05,0.113966640862573,0.0008149374542414,2.05667705037638,0.54770427942276,1.16461181640625,1.1106929779052734,0.9934544563293456,0.1085688024759292,0.6802259683609009
"Korea, Rep.",2015,4.4045094058944,31.2,2.29240333834252e-05,0.0916504388500286,0.0001904890492574,2.0039077926906086,0.3738366663455963,1.012076735496521,1.1133885383605957,0.9322704672813416,0.161014124751091,0.6310142874717712
"Korea, Rep.",2016,4.44058227370744,31.4,2.16629894825852e-05,0.0820341950611206,0.0001441693703477,1.859034882991505,0.4569813013076782,1.0636526346206665,1.1143251657485962,1.160902738571167,0.1634689569473266,0.6415861248970032
"Korea, Rep.",2017,4.47821191754532,31.4,4.74471668298834e-05,0.0727849400686311,0.0003960801287839,1.8507562953431016,0.4832030832767486,1.0751075744628906,1.1075305938720703,1.1671736240386963,0.3856210112571716,0.7572567462921143
"Korea, Rep.",2018,4.53301766520542,31.4,0.0,0.0647399624237288,0.0004649754740462,1.7464033944711406,0.6063476204872131,1.1811585426330566,1.1024320125579834,1.236651062965393,0.6370728015899658,0.7868220806121826
"Korea, Rep.",2019,4.81838709774842,31.4,0.0,0.0608163279128969,0.0003780686486934,1.6679309789913537,0.7374384999275208,1.376087665557861,1.069907546043396,1.19427752494812,0.5512064099311829,0.7514849305152893
Kuwait,2001,1.0377614270622,47.620000000000005,4.57175980030104,0.57030132478193,43.5285482044169,0.4467289719626168,0.5906005501747131,-0.0835126936435699,-0.0305207632482051,0.5727768540382385,0.7523512840270996,-0.2973248958587646
Kuwait,2002,1.18214529169651,47.620000000000005,4.40068685230087,0.267492730237896,38.4386491413788,0.5168248490077654,1.014095425605774,0.1073371320962905,0.3633764386177063,0.614034116268158,-0.1536775827407837,-0.3618147671222687
Kuwait,2003,1.32561809573908,47.940000000000005,3.91372961599158,0.126249342451341,40.3941433996482,0.4548895368397443,0.7991259098052979,0.1247503086924552,0.4107330739498138,0.5744020938873291,0.2939908504486084,-0.3966580927371979
Kuwait,2004,1.32445038163581,47.61999999999999,3.23691106201511,0.0742148920744204,47.9233001966131,0.4047566036981851,0.7864686846733093,0.1039223819971084,0.5666955709457397,0.519018828868866,0.3445947766304016,-0.3030844330787658
Kuwait,2005,1.02986611740474,47.620000000000005,3.28879056422254,0.0550957182150683,55.4340973472751,0.3013580184120848,0.5074719190597534,0.1745007634162902,0.4733854234218597,0.5368099808692932,0.2508935332298279,-0.4835251569747925
Kuwait,2006,0.970494918475034,47.620000000000005,9.41990871918424,0.0441134053852288,52.7317155160336,0.2365157196423421,0.4330326318740845,0.2872018814086914,0.2953305840492248,0.5384738445281982,0.4110897779464721,-0.5817673206329346
Kuwait,2007,1.0865394944829,47.620000000000005,3.10922177376038,0.0153466030294194,48.7275312862445,0.2133171273702755,0.3705858588218689,0.0996809154748916,0.2594693005084991,0.6048880219459534,0.6203966736793518,-0.5451927781105042
Kuwait,2008,0.875824713905673,47.620000000000005,18.3014553329396,0.0,53.6577622153437,0.1600209996012095,0.4201856255531311,-0.0072512864135205,0.174522116780281,0.5881701707839966,0.5016096234321594,-0.54338139295578
Kuwait,2009,0.970612732078095,47.940000000000005,5.23999711439458,0.0,39.5798816315959,0.2623277654265121,0.3093611299991607,0.2022371739149093,0.1535748392343521,0.5863043665885925,0.3527843058109283,-0.4846455156803131
Kuwait,2010,0.979470420900206,47.620000000000005,0.0,0.0,48.8169828403288,0.4513410239667223,0.3023267388343811,0.1685247719287872,0.1599515378475189,0.5917423367500305,0.4519888162612915,-0.5244355797767639
Kuwait,2011,0.799783587970314,47.620000000000005,0.0,0.0,58.2490726236068,0.4388234076777635,0.086289145052433,0.0245403312146663,0.0832637175917625,0.549227774143219,0.3111027181148529,-0.5585736036300659
Kuwait,2012,0.716305913936563,47.620000000000005,0.0,0.0,54.0387327218039,0.3597941804881953,-0.1905540376901626,-0.0703985542058944,-0.0365543141961097,0.3675954341888428,0.2036062180995941,-0.6429779529571533
Kuwait,2013,0.777450643373813,47.620000000000005,0.0,0.0,52.0797678379312,0.3551175187934912,-0.1882258504629135,-0.0708443224430084,-0.0714553818106651,0.3655519783496856,0.1660555899143219,-0.6576061248779297
Kuwait,2014,0.890137289633498,47.620000000000005,0.0,0.0,50.141755114256,0.4506869410974205,-0.2402572035789489,-0.14878810942173,-0.1453512758016586,0.0224011242389678,0.1490065455436706,-0.6574597954750061
Kuwait,2015,1.38077794653953,47.94,0.0,0.0,36.2622187653181,0.5375174410340756,-0.2250343263149261,-0.0334881171584129,-0.1731270253658294,0.0009840982966125,-0.2134202718734741,-0.663663923740387
Kyrgyz Rep.,2001,2.0173706372076,30.2,0.0,0.0,0.560910710124115,34.541000358672775,-0.9031251072883606,-0.5030989646911621,-0.0829638764262199,-0.8710806965827942,-0.1831974983215332,-1.0942598581314087
Kyrgyz Rep.,2006,2.42019787328834,37.4,0.108633296455803,0.0,0.903457675582385,28.68029114209917,-1.3178945779800415,-0.8058546781539917,-0.663519561290741,-1.313624620437622,-1.3860156536102295,-0.7590821385383606
Kyrgyz Rep.,2007,2.31064647277581,33.9,0.0940080071770015,0.0076534010064997,0.368733025745442,26.880210179587127,-1.319989562034607,-0.7781291007995605,-0.4147838056087494,-1.318498969078064,-0.9894641637802124,-0.962735652923584
Kyrgyz Rep.,2008,2.60139612398194,31.5,0.141702913795754,0.0118941294811106,0.394437026693814,23.48553315329012,-1.2224485874176023,-0.7883914709091187,-0.3503862917423248,-1.371563196182251,-0.5695741176605225,-1.0917649269104004
Kyrgyz Rep.,2009,2.90310993430668,29.9,0.120080766155343,0.0095277426177636,0.222291017719973,18.76073747073519,-1.305888295173645,-0.964859664440155,-0.3317689895629883,-1.325342297554016,-0.6249720454216003,-1.01988685131073
Kyrgyz Rep.,2010,2.8318536202638,30.1,0.155863815876349,0.0227531693389233,0.340942382919465,17.44825617724429,-1.1735520362854004,-0.6517149806022644,-0.2512725591659546,-1.2668455839157104,-1.0396523475646973,-0.9343348741531372
Kyrgyz Rep.,2011,2.40993800113361,27.8,0.138240233631282,0.0105521504141242,0.414530913001728,16.565316650180023,-1.2188258171081543,-0.6379873156547546,-0.2100149691104889,-1.1902902126312256,-1.098030686378479,-0.6829872727394104
Kyrgyz Rep.,2012,2.46859274915266,27.4,0.107873416963178,0.0097013798054763,0.387499584206792,16.654196378215957,-1.1494933366775513,-0.6495780348777771,-0.3320780992507934,-1.129424214363098,-0.9112513661384584,-0.6110971570014954
Kyrgyz Rep.,2013,20.501953588963303,28.8,5.644734457132498,0.8422605678439422,0.324930990961087,14.637872549781196,-1.1626609563827517,-0.6522024273872375,-0.31303271651268,-1.1092514991760254,-0.9117738008499146,-0.5382611155509949
Kyrgyz Rep.,2014,25.97900143251455,26.8,10.237078918077133,0.8731316166451212,0.294104586094954,14.718663119487688,-1.1279659271240234,-0.8659377694129944,-0.434673011302948,-0.9270171523094176,-0.8046156764030457,-0.4624973833560943
Kyrgyz Rep.,2015,25.30197026918664,29.0,10.07866860368688,0.9592570688151671,0.120833211643731,14.060764330085712,-1.1498870849609375,-0.9147313833236694,-0.5026596188545227,-0.9893040657043456,-0.8824379444122314,-0.4041609764099121
Kyrgyz Rep.,2016,25.10223978609836,26.8,9.721681048816455,1.0818732848068706,0.0836337384513339,12.834473156492791,-1.0791517496109009,-0.8957095742225647,-0.3526321053504944,-1.023083209991455,-0.6468619108200073,-0.418676495552063
Kyrgyz Rep.,2017,25.13870561533417,27.3,9.395618274907823,1.1171193418740948,0.101740986811229,12.514578895885336,-1.0562212467193604,-0.7085056900978088,-0.3495833277702331,-0.924559473991394,-0.3752530217170715,-0.4308958947658539
Kyrgyz Rep.,2018,25.61578656010969,27.7,9.611588350671326,1.256459594341688,0.135973726073229,11.675286484238448,-0.9493044018745422,-0.6072606444358826,-0.3527106344699859,-0.9044658541679382,-0.5388672351837158,-0.3572985827922821
Kyrgyz Rep.,2019,25.8038235896268,29.7,10.127368812817515,1.3590057256902257,0.159577625583485,11.66510822840863,-0.9495351910591124,-0.681620180606842,-0.3474807143211365,-0.8861677646636963,-0.2417716383934021,-0.454200267791748
Latvia,2001,28.71771764084312,36.4,11.126866784869964,1.0097093520482143,0.0,4.413458123961731,-0.0722134783864021,0.3294605016708374,0.7483770847320557,0.19733726978302,0.4161927103996277,0.7422880530357361
Latvia,2002,28.024565224071544,36.4,10.729634130044374,1.0122995249843552,0.0,4.4988410567468815,0.016739685088396,0.5530607104301453,0.8889499306678772,0.3415673971176147,0.9443776607513428,0.8377800583839417
Latvia,2003,27.67970013037129,36.4,9.831752496602022,0.9146609849704062,0.0,3.9353441930890063,0.2769963145256042,0.6452474594116211,0.9609981775283812,0.5957192778587341,1.002394199371338,0.7670041918754578
Latvia,2004,27.65732048901201,36.4,9.69222532680548,0.8694368726756831,0.0,4.196905699096932,0.1847783625125885,0.6106073260307312,0.973572850227356,0.5873425602912903,0.6172797679901123,0.7005355954170227
Latvia,2005,27.87258762286815,39.0,9.242274493043416,0.626764536493066,0.0,3.7232731286432426,0.3796195089817047,0.5684978365898132,0.9258148670196532,0.6184816360473633,0.8141941428184509,0.7818130850791931
Latvia,2006,28.67837571820688,35.6,8.704372908556753,0.5482163197499381,0.0,3.2559690915901696,0.3698640763759613,0.6851262450218201,0.9998424649238586,0.6693179607391357,0.8386411666870117,0.846699059009552
Latvia,2007,28.29757602379388,37.5,7.879807512663512,0.5772449602568379,0.0,3.283934045330489,0.3524039685726166,0.480013370513916,1.0079325437545776,0.7592566013336182,0.562218427658081,0.8289152979850769
Latvia,2008,28.14960617045138,37.2,9.023669509905542,0.9334390697030964,0.0,2.9548177139763525,0.2548863589763641,0.558495283126831,1.0246732234954834,0.8092072010040283,0.2045948952436447,0.7807863354682922
Latvia,2009,27.710249830253595,36.0,14.08715787616683,2.106688153351977,0.0,3.2098249642842256,0.2262740582227707,0.6238098740577698,0.9855881333351136,0.8143532276153564,0.3484596610069275,0.8499378561973572
Latvia,2010,28.41775918940611,35.0,14.43337934743207,2.2658878060529823,0.0,4.057280027952265,0.2283839881420135,0.7086401581764221,0.98367577791214,0.7878214716911316,0.5278540253639221,0.7942439317703247
Latvia,2011,28.21386158404667,35.8,12.381659964569025,1.993609491110905,0.0,3.687921982772578,0.2866877913475036,0.6980593204498291,0.9598080515861512,0.7469990849494934,0.3200021386146545,0.736775279045105
Latvia,2012,28.97622518009071,35.2,11.453905837349817,1.888128484803176,0.0,3.4547449412083444,0.2452770173549652,0.8383234143257141,1.0165948867797852,0.7854376435279846,0.4536267220973968,0.7755155563354492
Latvia,2013,29.281666104584584,35.5,11.5758674025514,1.67786621173136,0.0,3.173663381395498,0.3284764289855957,0.8890542387962341,1.0438659191131592,0.7677667737007141,0.5936352610588074,0.770423412322998
Latvia,2014,29.82866112874342,35.1,11.482230004642185,1.625317725919636,0.0,3.540781388077324,0.4154959619045257,0.958376407623291,1.1716541051864624,0.872307300567627,0.4872683584690094,0.8494349122047424
Latvia,2015,29.91597450221446,34.2,11.846449463248018,1.4737054595523842,0.0,3.494675226718274,0.468414843082428,1.0891236066818235,1.0887999534606934,0.7944799065589905,0.4437472224235534,0.8465343713760376
Latvia,2016,30.82704952464445,34.3,12.08848891788786,1.2514371389309809,0.0,3.259542150815622,0.431208461523056,1.0048837661743164,1.0802433490753174,0.9590222239494324,0.4790692329406738,0.8425509333610535
Latvia,2017,31.252907303859416,35.6,11.88148651897434,1.098353528594369,0.0,3.5523925961312584,0.5382368564605713,0.9060057997703552,1.1570147275924685,0.9347310662269592,0.4622170925140381,0.797442615032196
Latvia,2018,31.18238363453449,35.1,11.799891965483583,0.875411057197558,0.0,3.593805160509408,0.3294218778610229,1.0418634414672852,1.142372965812683,0.9570854306221008,0.4073734581470489,0.7824227809906006
Latvia,2019,31.172575940952203,35.1,12.319843655051002,0.8125291863124011,0.0,3.995167979662235,0.5117261409759521,1.1047132015228271,1.1927889585494995,1.0140905380249023,0.4434652030467987,0.857149064540863
Latvia,2020,31.977891596387543,35.1,13.496070976195396,0.7755674949795466,0.0,4.018183065791625,0.7226006984710693,0.8822720646858215,1.1878728866577148,0.956737220287323,0.460029661655426,0.8720493912696838
Lesotho,2003,30.504896592399174,46.8,1.5349255864625309,2.827717036687451,0.0,6.34688612370652,-0.1706420481204986,-0.0888196751475334,-0.4950116872787475,0.0923792570829391,0.0997436046600341,-0.0009924015030264
Lesotho,2004,33.11712680871796,43.85999999999999,2.202544101357136,1.8056278220272093,0.0,5.984006755675688,-0.0989183560013771,-0.3514832854270935,-0.5752790570259094,-0.1069800853729248,0.3576083183288574,-0.1529254615306854
Lesotho,2005,32.499153981353174,43.85999999999999,3.090943058906766,1.2417061687381623,0.0,5.671130404730657,0.0216868761926889,-0.1359913051128387,-0.6360287666320801,-0.1209044978022575,-0.0043661943636834,-0.2097698003053665
Lesotho,2006,39.2507123881173,28.18,2.78159798456256,2.9312756879344,0.0,4.842764808647503,0.0021441879216581,-0.4562086164951324,-0.6707316040992737,-0.2229560911655426,-0.1258665472269058,0.1818883717060089
Lesotho,2007,37.86786377856152,31.82,3.11223375966489,2.44241156770516,0.0,5.3924793035004095,-0.0688465982675552,-0.4258736371994018,-0.6988298892974854,-0.294663518667221,-0.3906317353248596,0.0134804481640458
Lesotho,2008,0.087560904059273,47.17999999999999,0.0,0.0,0.0,5.512029958198212,0.0497080981731414,-0.4009565711021423,-0.6459164023399353,-0.2313230782747268,-0.2059289067983627,-0.0662232562899589
Liberia,2005,10.7442864760193,36.5,0.0,0.125357687648888,0.0,66.0327291886196,-1.204035758972168,-1.4138708114624023,-1.5772161483764648,-1.326512098312378,-1.3617089986801147,-0.4179904758930206
Liberia,2006,10.697458437305,36.5,0.0,0.158427929018372,0.0,63.818025022341374,-0.7188349962234497,-1.2831213474273682,-1.4739841222763062,-0.8875067830085754,-1.3296303749084473,-0.1676431447267532
Liberia,2007,14.8729616821416,36.5,0.0,0.143444562613589,0.0,65.5981500364166,-0.457795649766922,-1.2146052122116089,-1.196742057800293,-0.8897216320037842,-1.2439690828323364,-0.1427099406719207
Liberia,2008,15.6748272141874,36.5,0.0,0.408772971653498,0.0,65.17456546929317,-0.7375426888465881,-1.2836695909500122,-1.3414226770401,-1.0911331176757812,-1.2850855588912964,-0.1849382072687149
Liberia,2010,17.3296463348786,36.5,0.0,1.04076248731587,0.0,44.80003003003003,-0.5619088411331177,-1.2770326137542725,-1.056976318359375,-0.9610987901687622,-0.4685252904891968,-0.2113895565271377
Liberia,2011,17.3571381759398,36.5,0.0332466529497343,1.14590531182263,0.0,44.30050041701418,-0.6711657643318176,-1.2509868144989014,-1.091914415359497,-0.9273058772087096,-0.4273702502250671,-0.2563505470752716
Liberia,2012,20.87626855621918,36.5,0.0257895888986381,0.195073471141298,0.0,46.71272962522755,-0.5985077619552612,-1.1737903356552124,-1.0502374172210691,-0.8873593211174011,-0.4844765067100525,-0.3066162467002868
Liberia,2013,20.1838019781003,36.5,0.0544116730008912,0.0,0.0,39.52996194980729,-0.7103978991508484,-1.385218620300293,-0.9119041562080384,-0.8790833950042725,-0.4755070805549621,-0.3873226940631866
Lithuania,2001,29.377780912745987,37.0,12.58470762502646,0.0,0.329781325972017,4.874298635805819,0.357432872056961,0.1445975005626678,0.7643173933029175,0.2920863926410675,0.4245491623878479,0.8554399013519287
Lithuania,2002,29.051408209505787,37.0,11.44890135946885,0.0,0.276531731636126,4.775131239227239,0.2021333277225494,0.559787929058075,1.066879153251648,0.4527943730354309,0.8922449350357056,0.9048922657966614
Lithuania,2003,28.685217328632586,37.0,11.24594141706557,0.0,0.219024362881115,4.42285391540034,0.3789164125919342,0.763246476650238,1.0390528440475464,0.5413423776626587,1.0503308773040771,0.9205305576324464
Lithuania,2004,29.213038634006026,37.0,11.21356004764074,0.968380379479355,0.195167432588722,4.1728968841311005,0.4285874366760254,0.7121692895889282,1.1251468658447266,0.6070058345794678,0.7655732035636902,0.8824940919876099
Lithuania,2005,29.31357483317448,35.3,11.146601525262149,0.8036224976167783,0.176418889224743,4.328519222877987,0.3280523419380188,0.7792079448699951,1.003806710243225,0.6287229061126709,0.777192234992981,0.9021329283714294
Lithuania,2006,30.2620929352729,34.4,10.855200741686176,0.71776429845385,0.153805582165151,3.864244605862873,0.161695048213005,0.7263383865356445,0.9738993644714355,0.7163033485412598,0.8703758716583252,0.8612875938415527
Lithuania,2007,30.128694681038123,34.8,11.245545701157832,0.6771706197240389,0.10833024258373,3.475410667852323,0.1301492899656295,0.7018702030181885,1.0840343236923218,0.7266968488693237,0.817277193069458,0.8865519165992737
Lithuania,2008,30.67022045315376,35.7,13.23010410287814,0.670627679118187,0.105065136898836,3.283897121215336,0.139662280678749,0.6169906258583069,1.1239806413650513,0.7224829196929932,0.746256947517395,0.8496562242507935
Lithuania,2009,30.44421145774085,37.2,18.18556275583614,1.366987519100573,0.0639092782931194,2.536471054501773,0.2315531969070434,0.693558394908905,0.953743040561676,0.7280318140983582,0.6312088370323181,0.9021598100662231
Lithuania,2010,28.583019130409973,33.6,16.214668669004322,2.2084404952575256,0.0924663485969601,3.0237927150382893,0.3768510222434997,0.7430799603462219,0.96214497089386,0.7823810577392578,0.7152606248855591,0.9156346321105956
Lithuania,2011,27.3717477935448,32.5,14.44270560586516,2.2531356570830128,0.11901714476001,3.4901942602217413,0.3271469473838806,0.7037198543548584,0.9313331246376038,0.7749324440956116,0.6712003350257874,0.860525906085968
Lithuania,2012,27.112606329803484,35.1,13.687876756200213,2.507758109798805,0.104293132453155,3.9794567898396656,0.3937825858592987,0.8332840800285339,1.1239426136016846,0.8503729104995728,0.7862098813056946,0.9295096397399902
Lithuania,2013,27.03101348188904,35.3,12.864316373474583,2.359008093699703,0.0735995454671271,3.544920865259052,0.4260832667350769,0.8317524790763855,1.1541926860809326,0.8359192609786987,0.9645323157310486,0.94001966714859
Lithuania,2014,27.586017992799665,37.7,12.42554255862968,2.259454967428716,0.0604719201003168,3.423190601342855,0.5590027570724487,0.9824841618537904,1.1937226057052612,0.939102828502655,0.7421364188194275,0.9615910649299622
Lithuania,2015,29.01091691948463,37.4,12.511073564024777,2.140945276162985,0.027347707363539,3.420675120331129,0.6179314851760864,1.184609293937683,1.277035117149353,1.0079312324523926,0.7597939968109131,0.9739100337028505
Lithuania,2016,29.76020766317211,38.4,12.607047073918928,1.9085058074204373,0.0178913023873252,3.1087613527659217,0.7138903141021729,1.0696752071380615,1.136218547821045,1.029407262802124,0.828279972076416,1.00003182888031
Lithuania,2017,29.53931398916175,37.3,12.547351589424805,1.573860531787317,0.0217115820831714,3.507511549556954,0.5561544895172119,0.9675963521003724,1.1586496829986572,0.996106743812561,0.7757972478866577,0.9865080714225768
Lithuania,2018,30.163603789760646,35.7,13.437266712096893,1.081693082148121,0.0262744742698133,2.8796301721881563,0.498613178730011,1.070826530456543,1.1019660234451294,0.9574601650238036,0.7410421967506409,0.8916960954666138
Lithuania,2019,30.418569678294407,35.7,13.911736866044102,1.0114631437902295,0.0493952789018774,3.106485956675693,0.6983815431594849,1.0430692434310913,1.157464623451233,1.0230391025543213,0.7798126935958862,0.9963756799697876
Lithuania,2020,31.39977559641684,35.7,16.952809847597692,0.785757934342536,0.0493952789018774,3.237022605772091,0.8082244992256165,1.0588103532791138,1.0881330966949463,0.993899405002594,0.8669417500495911,1.0073410272598269
Luxembourg,2001,38.95020591538754,30.2,16.427370130279837,0.372746814516299,0.0,0.5602873614697288,2.0484395027160645,1.973986387252808,1.9178987741470337,1.845376253128052,1.6061346530914309,1.5101866722106934
Luxembourg,2002,38.7320220286436,30.2,17.196233452615278,0.3175583591689049,0.0,0.6906615120474138,2.0633249282836914,2.0388972759246826,1.9160834550857544,1.9044243097305296,1.639529585838318,1.4082969427108765
Luxembourg,2003,38.968386042355576,30.2,18.24646591160767,0.2938811202162835,0.0,0.4642378756140503,1.6928409337997437,1.9209232330322263,1.8211417198181152,1.8661444187164309,1.4416126012802124,1.5330955982208252
Luxembourg,2004,37.97589447119254,30.2,18.138143222781046,0.2392797694689551,0.0,0.5354320049598809,1.844499111175537,1.898920655250549,1.7947386503219604,1.865489482879639,1.315856695175171,1.6682772636413574
Luxembourg,2005,39.16824004608583,30.8,18.24023922026977,0.2291706209271116,0.0,0.3565009408874598,1.6565794944763184,1.7771046161651611,1.6396794319152832,1.830680131912232,1.332352638244629,1.5819178819656372
Luxembourg,2006,37.00997385265203,30.9,16.955102873842034,0.2462494527987127,0.0,0.3117567219004393,1.8826638460159304,1.5713615417480469,1.6749686002731323,1.6998376846313477,1.4009374380111694,1.547201156616211
Luxembourg,2007,37.46811354858147,31.1,16.121257275651736,0.3091385413192463,0.0,0.363222868939437,1.9714661836624143,1.592555284500122,1.7364003658294678,1.7652783393859863,1.4829092025756836,1.5376994609832764
Luxembourg,2008,38.05839710873198,32.6,17.213223144830913,0.3911237233992327,0.0,0.3077789485257761,1.9719715118408203,1.625626564025879,1.65792977809906,1.8012140989303589,1.5123127698898315,1.5455790758132937
Luxembourg,2009,39.74136546184739,31.2,19.77421335172336,0.4080131975714308,0.0,0.2333348689421863,1.9733333587646484,1.7473200559616089,1.646159291267395,1.827186226844788,1.4505327939987185,1.5550816059112549
Luxembourg,2010,39.01113550269049,30.5,19.01508295625945,0.4569165061302513,0.0,0.2684120580486414,2.04705548286438,1.7214903831481934,1.6763352155685425,1.8514643907547,1.4612185955047607,1.5748361349105835
