País,Ano,Tax_%_GDP,GINI_Index,Interest_expense_%_GDP,OilRrents_%_GDP,Agriculture_%_GDP,ControlofCorruption,Political_StabilityNoViolence,VoiceandAccountability
Albania,2003,0.4245682533354298,0.19464720194647211,0.3269651792540339,0.011064770834632228,0.33283884150564463,0.22915197662352077,0.546406019308503,0.5591088341128426
Albania,2004,0.4437483762515404,0.19464720194647211,0.28629717734497245,0.011725183366379914,0.311019801246084,0.2557083083627097,0.5201949895304749,0.5430417222442309
Albania,2011,0.45470322188163487,0.19464720194647211,0.23501950226931811,0.04700784002314769,0.2760265981202325,0.2595157043782017,0.5522038077828806,0.5570774758775212
Albania,2012,0.44190246338559647,0.12895377128953778,0.23153739885524158,0.05164847311520965,0.28420454712746585,0.24929860147522984,0.5826230496871793,0.5468187816914538
Albania,2013,0.4251131509378527,0.12895377128953778,0.23868054247506282,0.045488573259422856,0.29629485336636485,0.25588832642498854,0.6342678123123873,0.553653340211298
Albania,2014,0.4756238869989808,0.26520681265206825,0.21280902011314476,0.047668287021677226,0.30273141219252947,0.29117921573605354,0.7206612262301061,0.5778209702561554
Albania,2015,0.47665900920939186,0.22384428223844288,0.20046802990007462,0.022954160091099986,0.29955167172683905,0.30741419927601943,0.6899987697978069,0.5812315340387131
Albania,2016,0.46773817921647703,0.24330900243309017,0.1831977894686098,0.019852214125840054,0.3006084211424258,0.3247665616477314,0.6896733294386078,0.5847414977999521
Albania,2017,0.5024362574477395,0.23114355231143568,0.15309194962964143,0.019567381311363173,0.28807152273536385,0.32110920634767764,0.697090283015241,0.5931120161269015
Albania,2018,0.5001219248967211,0.23114355231143568,0.16604661961278186,0.026527256241282483,0.27909613119173615,0.3075088347433629,0.6953453142534122,0.587239844233761
Albania,2019,0.49943994607404807,0.23114355231143568,0.15561797190029808,0.023237218485624673,0.27851708903682,0.29471955229647895,0.638485759945709,0.5775534842871731
Albania,2020,0.4858870631507222,0.23114355231143568,0.159034272002791,0.023237218485624673,0.2895831029501554,0.29305039570657765,0.6325153148673371,0.5634477864837589
Argentina,2001,0.24170850530560983,0.7201946472019467,0.06013746276394292,0.027698289003585824,0.06918674519521803,0.37479718571575993,0.6358965495742603,0.64777171706374
Argentina,2002,0.3497455539483868,0.7323600973236011,0.4811937092828691,0.08082602260455296,0.15456951181415304,0.30995621949526747,0.44323304245206396,0.6074488677550948
Argentina,2003,0.4112692230595988,0.661800486618005,0.4283660513151802,0.07171499650779604,0.15640981473921878,0.3075783012778931,0.5354183169657898,0.6301375117184546
Argentina,2004,0.47509867377962245,0.6009732360097324,0.3558976841525991,0.06981935757824406,0.126641541441384,0.32010650154129616,0.4803855929863369,0.6334277592006761
Argentina,2005,0.3180404672997311,0.5839416058394162,0.0,0.08311458128731686,0.1202245367071332,0.328748817354122,0.6049557344135904,0.6097846476780376
Argentina,2006,0.3224344192804496,0.5498783454987834,0.0,0.08288142058448937,0.10503234345278635,0.3397724879655266,0.6147829494613919,0.6439732826826825
Argentina,2007,0.34154604077815115,0.5474452554744529,0.0,0.06735276389169735,0.11285848756579345,0.3399984274316395,0.6357868748402952,0.6554841001031617
Argentina,2008,0.35522743642852317,0.5158150851581509,0.0,0.07117153414124106,0.11083828712178963,0.3176205444899663,0.5954287991666302,0.6326265843639145
Argentina,2009,0.366504626987849,0.48661800486618034,0.0,0.03658477207354372,0.07986378169888332,0.31540834507743554,0.56316013435052,0.6125399763672137
Argentina,2010,0.37514166682605093,0.48418491484184933,0.0,0.04010482146678579,0.10800958158819869,0.3350034651377245,0.5955218271636223,0.6333382327887143
Argentina,2011,0.3734057804288969,0.45985401459854036,0.0,0.046162150581095934,0.10598886122416079,0.3339302089290191,0.6489709778131584,0.6290717814753818
Argentina,2012,0.3887845478998667,0.4282238442822386,0.0,0.04164159813768752,0.08755876484121684,0.3158334522721723,0.6367037488863299,0.6164025946260464
Argentina,2013,0.3834925412570508,0.4184914841849149,0.0,0.03805702629437307,0.0916654288120459,0.3184277911156635,0.628432592773567,0.6117605378022843
Argentina,2014,0.38029407522363073,0.4355231143552314,0.14162700675930606,0.03531129657983797,0.10165721751574196,0.2927243894350059,0.6129900891206937,0.6291682546874576
Argentina,2015,0.38215444695059453,0.4355231143552314,0.1370258664124416,0.012223660597218685,0.078092878569519,0.2914343206479486,0.6173545791058691,0.6461007041549911
Argentina,2016,0.37751310007697936,0.445255474452555,0.2693930708498584,0.009223268295015106,0.09487061790537366,0.3532348783847805,0.6589753580072637,0.6668789401263269
Argentina,2017,0.35226318909384285,0.4233576642335768,0.2260162893704407,0.012426760096856324,0.07922771694483026,0.3592823514155271,0.6512753331287962,0.6758708857861029
Argentina,2018,0.3238229139340188,0.4282238442822386,0.281387510776277,0.024293893764167483,0.0687216620086868,0.4037618819620166,0.6165008527275088,0.6768129629871452
Argentina,2019,0.3238266425954306,0.46715328467153294,0.32456210315398754,0.026310699501737624,0.07740126107097077,0.40200040837223416,0.5940646765800526,0.6874258210814048
Armenia,2003,0.06245605914972732,0.22627737226277378,1.3524131057880842e-05,0.0,0.2712697502093678,0.28604415151551976,0.6661166203191192,0.4221264086819968
Armenia,2004,0.33997383538174675,0.3357664233576644,0.038301066643271306,0.0,0.2712697502093678,0.2765433133256649,0.5884918518249032,0.39543899676969985
Armenia,2005,0.34970982552626606,0.2992700729927008,0.0329086982782289,0.0,0.2712697502093678,0.2615930372261115,0.5993065610679086,0.39054837356808597
Armenia,2006,0.3541853949065804,0.14598540145985406,0.025244822279568094,0.0,0.2712697502093678,0.2623724622422613,0.5565094697211749,0.35211697469967795
Armenia,2007,0.3816277453133686,0.18248175182481763,0.02349134317527387,0.0,0.2712697502093678,0.24556598434688356,0.6470969874473116,0.3477467161754607
Armenia,2008,0.007093746716885042,0.13381995133819957,0.0,0.0,0.2712697502093678,0.2536183210569227,0.6120597622904765,0.32271711445563045
Armenia,2009,0.010494990363952161,0.1046228710462288,4.3564516977782656e-07,0.0,0.2712697502093678,0.27436515076526713,0.6640506281126997,0.31791615432434117
Armenia,2010,0.010248688196283884,0.15328467153284675,0.0,0.0,0.2712697502093678,0.2563443068573892,0.629866663998223,0.3252836192479355
Armenia,2011,0.009669536040859919,0.13868613138686137,1.097937845721073e-05,0.0,0.2712697502093678,0.2656509607113239,0.6001103006813313,0.3652220561738755
Armenia,2012,0.008716103356775437,0.14355231143552327,3.2749662707858423e-06,0.0,0.2712697502093678,0.2818693422744731,0.6480504529519795,0.39586547715178455
Armenia,2013,0.4458405179469477,0.16788321167883224,0.0762457457706419,0.0,0.2791761465869247,0.295023707230942,0.6383139870513314,0.39139734087120603
Armenia,2014,0.4457648270547131,0.18978102189781032,0.09485696454296669,0.0,0.27368301400119727,0.2968632930516556,0.5489686007813025,0.39800753625318597
Armenia,2015,0.42869760822766956,0.2116788321167884,0.10913970586257872,0.0,0.26082702083399517,0.2945431737906692,0.5587913026926479,0.4045773718653228
Armenia,2016,0.43240973533303584,0.2141119221411193,0.14410341740512975,0.0,0.2482174178660904,0.285621557014576,0.46891749237487645,0.39362623877009895
Armenia,2017,0.422450967299387,0.24087591240875927,0.16305266518057107,0.0,0.2270731546086362,0.2876212693216354,0.4780143893669132,0.3983270738741703
Armenia,2018,0.4233563369927653,0.26034063260340634,0.17166431284153152,0.0,0.21114244143368677,0.3382821385854634,0.5165708130857656,0.5060568390981397
Armenia,2019,0.4504857619953261,0.15085158150851585,0.1782082593803951,0.0,0.1745439099607168,0.3780463717569522,0.5234733529240485,0.5553306137812973
Armenia,2020,0.44415145413951257,0.15085158150851585,0.19805683272010652,0.0,0.16981615093213726,0.4273373653343109,0.48886174359455253,0.5525755024168789
Australia,2001,0.5870151454012086,0.23844282238442827,0.09671304632537933,0.015946300085069046,0.053037302153183336,0.8715956918626069,0.9067019047591418,0.9160124425920992
Australia,2002,0.5558608506925428,0.23844282238442827,0.0791232117060627,0.015106820649889099,0.05980605254811468,0.844912255612882,0.8756481724179468,0.8996901499385188
Australia,2003,0.5733472608591335,0.23844282238442827,0.0684008033156663,0.012157430431925074,0.04375006150605509,0.8778446143439176,0.8067826454354728,0.9085795334969387
Australia,2004,0.574681500694926,0.2287104622871048,0.05760985018078923,0.011460832148899097,0.04639522858801237,0.8963761720141736,0.8194330547723808,0.9237152671382494
Australia,2005,0.5769062613147489,0.2287104622871048,0.05389002111548086,0.016037972429361544,0.043735673817740205,0.8784327666693225,0.8100074896758541,0.9251199025291819
Australia,2006,0.5716414190188152,0.2287104622871048,0.04988638211605148,0.01698705950576796,0.04139727897629822,0.8803609476934703,0.8191447269501285,0.8934644504526883
Australia,2007,0.5634307413296272,0.2287104622871048,0.04572982398999448,0.01595823484840238,0.03343929940956841,0.8921857546751923,0.8177420167992773,0.8900011934830359
Australia,2008,0.5618690873171038,0.2846715328467154,0.04386016098566966,0.018336118695821486,0.035493892894971256,0.8995985233255535,0.8236297509045724,0.8897148790284987
Australia,2009,0.5344103847290532,0.2846715328467154,0.04958250263873525,0.010935983558810041,0.034863935097220994,0.9017543726051369,0.8017153074814196,0.8937184527965312
Australia,2010,0.48685850708173195,0.26763990267639914,0.062079843439526466,0.013308653339861334,0.03341110757982709,0.8971473660333857,0.8089877312486751,0.902882792981105
Australia,2011,0.48664969225403526,0.26763990267639914,0.07787696449473017,0.014306630295070746,0.03471729926128545,0.9001218915458087,0.8192592269672866,0.91153290293035
Australia,2012,0.5113570144302458,0.26763990267639914,0.09644059808813157,0.012290840998036382,0.03434806333860474,0.8861571373466144,0.8329151377673563,0.9231161872438225
Australia,2013,0.5261323970832528,0.26763990267639914,0.09849723246196215,0.009181654828017066,0.034614919919638186,0.8391812700137111,0.8401667053342712,0.9071238789838569
Australia,2014,0.5337352638729649,0.26034063260340634,0.10181027171870606,0.009172017942571416,0.03363401899921936,0.8552678576377968,0.8404120401119618,0.8880946574779607
Australia,2015,0.5387659535629709,0.26034063260340634,0.10841111581027082,0.003538103199511827,0.0359836508803234,0.8620760119688775,0.8081370700849091,0.886534383395948
Australia,2016,0.5423621878355983,0.26034063260340634,0.10774117097199566,0.0029463098191731736,0.036409691408948744,0.8464339541726087,0.8438686024879565,0.8860531030103407
Australia,2017,0.5365880867200795,0.26034063260340634,0.10077232940235388,0.0036073222105485795,0.04092627759502966,0.8422637783669131,0.8105664776619248,0.8916407901525805
Australia,2018,0.5542604395338117,0.26034063260340634,0.09994396467531377,0.00539971232736576,0.03722099635670111,0.8438756819338968,0.8310749962567302,0.892903513425773
Australia,2019,0.5573121330980977,0.26034063260340634,0.09558328149491553,0.006330470048823093,0.03205779969519872,0.8486193678493565,0.8140052547693334,0.8640782256764057
Australia,2020,0.5583826110150694,0.26034063260340634,0.096891544702381,0.006330470048823093,0.030380272170172216,0.8109846461670795,0.8001944775342786,0.8734222260554049
Austria,2001,0.8986084788484666,0.14111922141119226,0.2770026273441206,0.0006957823603179188,0.025301141059297837,0.8448143795404517,0.7947297740789995,0.8768457913627663
Austria,2002,0.8745349886399792,0.14111922141119226,0.26765900596729814,0.0006791479186428677,0.023666663951265182,0.8817385478136093,0.91276460356767,0.8742823537914951
Austria,2003,0.86839872519876,0.14111922141119226,0.24902383166825184,0.0006328005290348143,0.0225938245508564,0.8942565503197518,0.8253298448594026,0.8835514653876253
Austria,2004,0.8589406746183721,0.14841849148418496,0.23634004798119113,0.0007562378684429226,0.022359736010005384,0.9012761348850984,0.8532134870200078,0.9171195879112619
Austria,2005,0.8361034672397142,0.12165450121654509,0.2515364107411257,0.000973771039087192,0.01907235472922808,0.8713171538063685,0.8564592397319084,0.8924102374727556
Austria,2006,0.8223779004245301,0.14355231143552327,0.2419520578898686,0.001097768596044568,0.019735508052300635,0.8695490012805079,0.8500019457946307,0.890888986945482
Austria,2007,0.8234999153639136,0.16788321167883224,0.24035825477533065,0.0010328433774584812,0.02144984127775163,0.8927679717238939,0.8955643278790187,0.8900171065901825
Austria,2008,0.8397527783417739,0.16301703163017034,0.22734693932691097,0.0012621105688388748,0.02032663261532409,0.8527579355069475,0.9077221336269301,0.8872662952191134
Austria,2009,0.8324594031785926,0.18978102189781032,0.24357717617452412,0.000727270279821658,0.017367414337358996,0.8198761666108321,0.8751420828648202,0.8960249119085008
Austria,2010,0.8313163464776936,0.16058394160583955,0.22753761156690236,0.001095251301993655,0.0191924169700359,0.7965071064579786,0.8668210077763048,0.9055641211667709
Austria,2011,0.8326159544558653,0.17274939172749404,0.22147657440852841,0.0015999063689873826,0.021230607177665704,0.766856171839475,0.8757821434492072,0.8984700033375008
Austria,2012,0.8447471017223727,0.16545012165450135,0.2178386941054481,0.0015614459784481815,0.020422469380086034,0.7568778798340519,0.908020523651101,0.910272396559489
Austria,2013,0.8616056646548829,0.17274939172749404,0.20754666091201293,0.0012838654817127072,0.019001504728933638,0.7826532467447387,0.9131800810323494,0.9122580122038955
Austria,2014,0.8618242895736518,0.16545012165450135,0.19432189730175028,0.0011944776021507477,0.01818402145111419,0.7654528148581701,0.8927029251448232,0.8956365895781901
Austria,2015,0.8685833888876325,0.16545012165450135,0.185705613698841,0.0005600906094249363,0.01710954866543983,0.7750056427123565,0.864723104015229,0.8936525530970885
Austria,2016,0.8399608897798658,0.17274939172749404,0.16674843518441074,0.00039672875364545816,0.016814638633065527,0.7815586361383657,0.8135433212944967,0.881920857801507
Austria,2017,0.8415522268278431,0.14598540145985406,0.14959269777339193,0.0005440941456568457,0.018332370117984005,0.7828126593180849,0.8436218563884383,0.8942587695949111
Austria,2018,0.8485159134280729,0.17274939172749404,0.13121733418437337,0.0007497536460289776,0.01711508098888354,0.7970246233912951,0.811941823850675,0.8947254427199508
Austria,2019,0.8542554951706361,0.17274939172749404,0.11716783107232392,0.0006585654656489703,0.016228054441091603,0.785755184730168,0.8151019433039091,0.8822556100535609
Austria,2020,0.8435827898396794,0.17274939172749404,0.11384550206003162,0.0006585654656489703,0.016657023806363976,0.7744673523105781,0.8008870183821792,0.8975873117872695
Azerbaijan,2008,0.37667869899030637,0.45985401459854036,0.00605343527356155,0.6367344378362642,0.08474292147032653,0.1501775067683152,0.5410015910562759,0.20362102145748867
Azerbaijan,2009,0.338152738831407,0.41654501216545026,0.016425086250161848,0.4225045231320888,0.0927105867021039,0.14080550887746618,0.553615560847664,0.2202755154070155
Azerbaijan,2010,0.2959408207596078,0.5017031630170319,0.006911418483758555,0.5042955460980335,0.08361388154424702,0.12772662272284852,0.5618136973905941,0.20885452049161773
Azerbaijan,2011,0.2916617057583049,0.5396593673965939,0.02419576833358308,0.5462974928049149,0.07686566947944869,0.1430619778951258,0.497446879610563,0.2095527536204596
Azerbaijan,2012,0.3076418576671211,0.5017031630170317,0.01224259868447733,0.4776307397047016,0.07783669660302317,0.15528380449444912,0.4571907147673372,0.21015547773789706
Azerbaijan,2013,0.32237036290750004,0.41654501216545026,0.020139295314027562,0.4070931536355934,0.08126673766724073,0.19291376675672794,0.5235971049398538,0.18384294249142763
Azerbaijan,2014,0.3436851748941546,0.20486618004866197,0.010601260983288409,0.35164764173058827,0.08055712346616575,0.1806589041833006,0.49135777078894693,0.16437793265050704
Azerbaijan,2015,0.37880442938886755,0.09440389294403895,0.028884642893639886,0.20717821868422479,0.09355141037751054,0.20148110070714342,0.4541621749389335,0.14572783181181947
Azerbaijan,2016,0.35481807363625645,0.09440389294403884,0.07553767992272725,0.22652958432518225,0.08488133611258979,0.22302531524298325,0.43786958827011746,0.14352465605367687
Azerbaijan,2017,0.3226071825006163,0.11630170316301713,0.05231227440003827,0.3065479629095277,0.08491802594848406,0.21200004882604986,0.450138143578108,0.14285011037440432
Azerbaijan,2018,0.31755889279490973,0.41654501216545026,0.07137798213109159,0.4344725705434973,0.07893821264981168,0.223466555471684,0.4591621353435156,0.1561861748504273
Azerbaijan,2019,0.35834145023840025,0.27980535279805374,0.05774536023125775,0.3753327163955894,0.08624901944575464,0.22311210466647693,0.4637327402854472,0.15155640209506377
Bahamas,2001,0.19556569201299684,0.3664233576642336,0.08995401822751231,0.0,0.01815205801504931,0.7365757339347598,0.8947632720639325,0.847464486287548
Bahamas,2002,0.17844359745372906,0.22189781021897836,0.08224028129385158,0.0,0.022917662903040453,0.7620521812729814,0.8238172998941011,0.8440792156903236
Bahamas,2003,0.18420299907396592,0.27007299270073015,0.08963073565996721,0.0,0.02040237057224357,0.7611836151199269,0.7954253335874758,0.8041688392815656
Bahamas,2004,0.18698531881656735,0.31824817518248205,0.0934930303907583,0.0,0.017593576310378237,0.7559487570606696,0.8094725202964413,0.7920090692563324
Bahamas,2005,0.19839475934359388,0.3664233576642336,0.09158937430772508,0.0,0.016119816124439842,0.7340041633166416,0.8199008948904217,0.7813043919264667
Bahrain,2001,0.043432956788422995,0.18734793187347942,0.0,0.05377665293734351,0.0,0.5093953050505453,0.6263409631874212,0.2719581898293986
Bahrain,2002,0.028498865573181997,0.5518248175182483,0.0,0.050985223187807155,0.0,0.6126315902638841,0.6764095570218841,0.39569422903880874
Bahrain,2003,0.02565430429087379,0.6437956204379562,0.0,0.05269688518448421,0.0,0.5138326173019251,0.7200589250385036,0.39071593190526344
Bahrain,2004,0.020580843259784175,0.6437956204379562,0.0,0.05769878302335936,0.0,0.5259411207112656,0.6826621308873976,0.3981434505872209
Barbados,2003,0.738483727544655,0.14501216545012185,0.3193709294886313,0.0036404738966936802,0.029962434515500607,0.7826860027529605,0.8155713123539298,0.8356140804273944
Barbados,2004,0.7575358837189654,0.10997566909975676,0.29446617505287415,0.0045433827471189,0.0248846189371231,0.7554635481901633,0.8542638502223734,0.8226885376735218
Belarus,2001,0.794125781058205,0.16788321167883224,0.05220158476653087,0.02202332484185353,0.15674696270384011,0.3298694857849843,0.6445154511383003,0.2068588528654069
Belarus,2002,0.7766777368766697,0.16058394160583955,0.03941438618702575,0.019511796333186237,0.15338503115699517,0.2547450577482826,0.6803831728307584,0.17132767851150482
Belarus,2003,0.8541582119647256,0.12408759124087598,0.036585068281423695,0.018870962090964467,0.13077799166614326,0.2807994526555016,0.7660969160448814,0.16963278075777355
Belarus,2004,0.851909426665046,0.06812652068126523,0.034971760398109154,0.019756933352712676,0.1340282546244001,0.2319781902098283,0.649465711452691,0.13427003024401402
Belarus,2005,0.8769655413904615,0.09489051094890522,0.02534384067864781,0.0212021523926217,0.12900558424947622,0.24284100642359321,0.6924498503123321,0.09110187030635453
Belarus,2006,0.8786567232400231,0.1119221411192215,0.02660195604547356,0.0208525372077297,0.12991629600910315,0.27424490541884605,0.6462993063902065,0.09441562302699474
Belarus,2007,0.9003750723848772,0.14355231143552327,0.028605139889054835,0.018531841718448797,0.12574324976187348,0.2650546613787458,0.6887736640447182,0.10698886052131207
Belarus,2008,0.9393111733750105,0.09975669099756701,0.04109369140658914,0.019351560334172457,0.13124179177346915,0.2722238037183837,0.7277872776289313,0.13530079872257822
Belarus,2009,0.7990745594131682,0.09732360097323611,0.055917209008991324,0.011570564723317484,0.12314183704082172,0.2723789468120257,0.7212737529710611,0.1469502864207443
Belarus,2010,0.7479099548379085,0.11922141119221419,0.04839645899610313,0.015372293768250148,0.13465321967638727,0.25686241171905827,0.5932872702064239,0.14505252691941972
Belarus,2011,0.6615854421625621,0.08515815085158152,0.07973733014630904,0.021502229907217122,0.12117865872526605,0.2603511645656814,0.5948704302673333,0.11826047266179807
Belarus,2012,0.7023101328517144,0.06812652068126523,0.10222064710173931,0.019347553406276998,0.12313669825073896,0.29837401694879856,0.629156298678352,0.14195906747977366
Belarus,2013,0.7150561756244977,0.07055961070559624,0.07328362252283005,0.015022985858652083,0.10311738362638223,0.3092819006704567,0.6154195092550434,0.14775529528379833
Belarus,2014,0.6906428156419353,0.08515815085158152,0.07692807770154804,0.012770426804858747,0.11059659378533473,0.3483178865890687,0.6535286717739267,0.17362694028302844
Belarus,2015,0.7074184703829091,0.04622871046228716,0.12465362217639689,0.0072407944642997974,0.09515427634908928,0.3412386202967762,0.6382331692750115,0.16796973958686034
Belarus,2016,0.7107290354325714,0.03892944038929447,0.14659994226071524,0.006610339309704531,0.10442216623576321,0.35956877051135044,0.6453069772641019,0.19997482449270126
Belarus,2017,0.687315556463077,0.041362530413625365,0.14672857129111827,0.008823823677634308,0.11457655364919933,0.3594640632713935,0.602387252831484,0.19575007675644707
Belarus,2018,0.708173193618503,0.03649635036496357,0.1431797370859368,0.009620344884334064,0.09980062624819767,0.37645465023050434,0.6904214868207501,0.19303458398005624
Belarus,2019,0.6880839379682282,0.03892944038929447,0.12929931168178296,0.01245202083333134,0.10289850065993883,0.41109928729645295,0.6869864078992414,0.1825148357837189
Belarus,2020,0.6604398313734404,0.03892944038929447,0.12557750232690992,0.01245202083333134,0.10342315353578722,0.3804057422346283,0.45398911813372655,0.16956305462416965
Belgium,2001,0.9085855605379671,0.1070559610705597,0.49989740902240654,0.0,0.016800006773956253,0.7714388493760597,0.8619381740156155,0.8893145003937278
Belgium,2002,0.9141214516163153,0.1070559610705597,0.45540317881477105,0.0,0.01564578892092521,0.7721727239431694,0.8913068403658846,0.8921035153693586
Belgium,2003,0.9017394037671864,0.1070559610705597,0.4158631702227415,0.0,0.01558991298978784,0.753363888063145,0.8025881708283803,0.9177919166882029
Belgium,2004,0.9039091430505971,0.16545012165450135,0.3741916195182208,0.0,0.015490962646618003,0.7439905743326496,0.7698053601637113,0.9081052682406268
Belgium,2005,0.8998456811023333,0.13625304136253047,0.3438243945270785,0.0,0.012730656211240343,0.7453855603340754,0.7885875577397241,0.9031366434823223
Belgium,2006,0.8980992909477724,0.1070559610705597,0.32720255469473364,0.0,0.013739692296974082,0.7274828060353253,0.8021461657404606,0.883172466194517
Belgium,2007,0.8917059218178999,0.13381995133819957,0.31378153347409105,0.0,0.013440667241001254,0.7383143500600443,0.7801727081564444,0.8878539261795817
Belgium,2008,0.9065718166359272,0.1143552311435524,0.30966153649967587,0.0,0.010787651456162044,0.7428130098353694,0.7503151494708732,0.8787383274777755
Belgium,2009,0.8950219010590489,0.11922141119221419,0.3023549316076228,0.0,0.009772037695866344,0.7628496080953591,0.7938708540689833,0.8842675552092193
Belgium,2010,0.9011244375703403,0.1143552311435524,0.28198754440938384,0.0,0.011586741395844202,0.7677168709512384,0.7918400665014845,0.8878325467379192
Belgium,2011,0.9185637124537108,0.1070559610705597,0.2851922628004396,0.0,0.009813833653622489,0.7785105355920905,0.8233865200418284,0.8787828477355557
Belgium,2012,0.9388058341224518,0.09245742092457432,0.2879980495730963,0.0,0.011830901804998923,0.787856804618362,0.8166041385758085,0.8849627211170272
Belgium,2013,0.9548576412072446,0.09732360097323611,0.2701735488618024,0.0,0.01031571649134529,0.7984071789075496,0.8202178934542449,0.8909808821024008
Belgium,2014,0.9466446285526687,0.1070559610705597,0.26361689097526325,0.0,0.009659391273539802,0.7762952215591199,0.7678601797192897,0.8892724096179547
Belgium,2015,0.9279853229243827,0.09732360097323611,0.23850563886143633,0.0,0.010395069064966053,0.7755685421151837,0.7428283485315705,0.8946478511383489
Belgium,2016,0.9116460459507694,0.09489051094890522,0.22288477386215202,0.0,0.00951699988161714,0.7897116345813634,0.7108789168721773,0.8919948264180657
Belgium,2017,0.9227238583358709,0.09002433090024331,0.19666146681626814,0.0,0.010072181907581558,0.7599342113772647,0.7079889936760498,0.8821758015696275
Belgium,2018,0.923256283840019,0.08515815085158152,0.17720855400605634,0.0,0.009132897564792615,0.7642487375918421,0.7023247449957076,0.877211975038287
Belgium,2019,0.8997394651559417,0.08515815085158152,0.16559938086337098,0.0,0.010083848052717625,0.7687539765653999,0.7179845759773736,0.8749820142410161
Belgium,2020,0.9143869692196198,0.08515815085158152,0.1664521569048533,0.0,0.009663941334412405,0.7670408093388108,0.7435886720305782,0.8680882072032319
Bolivia,2001,0.09715661576214543,0.8199513381995136,0.018129939419464322,0.039118353250383264,0.2007436764594291,0.31183649835696425,0.5624696974175659,0.58959350362585
Bolivia,2002,0.3729607434146931,0.8661800486618005,0.18979780670099694,0.0402135570655284,0.19619238599329686,0.20863966033643278,0.5505529206089916,0.5769571527442668
Bolivia,2003,0.3740216858079091,0.8661800486618005,0.2027811175728361,0.042402476660848905,0.20334214615245938,0.2284787566647978,0.4312304167662106,0.5268256741129277
Bolivia,2004,0.4138963347341225,0.7615571776155721,0.20326174674433645,0.08496927527448511,0.20175425073756004,0.2377097357407637,0.46487926938900714,0.4977758206106927
Bolivia,2005,0.4686787569330836,0.8467153284671536,0.20987379024657593,0.12442747865383295,0.17858903228091388,0.2470093904476425,0.4007054596697408,0.5012760474635751
Bolivia,2006,0.5157627370899123,0.8029197080291974,0.24463404789210644,0.11819182321444634,0.16563828281519735,0.317857598601604,0.43810461255779004,0.560677049564166
Bolivia,2007,0.5240584366507207,0.7493917274939175,0.17048936199265186,0.10711828338807819,0.1516090008072402,0.32510527137120965,0.42769210226657506,0.5519545144786497
Bosnia and Herzegovina,2003,0.25186578137488974,0.25060827250608286,0.0012262790688560604,0.0,0.12274244013589744,0.3494803539261492,0.5253844525598934,0.5945961904811071
Bosnia and Herzegovina,2004,0.24625848004407927,0.25060827250608286,0.0006934290377487015,0.0,0.12998849871941917,0.33902150048386503,0.6176396075141439,0.5842059868206674
Bosnia and Herzegovina,2005,0.7055296188832388,0.25060827250608286,0.04163224334263908,0.0,0.1256553871865889,0.36400836448467044,0.504184490811942,0.5956086163705178
Bosnia and Herzegovina,2006,0.7659189564321206,0.25060827250608286,0.04131269687878852,0.0,0.1219741970950294,0.34889045181398015,0.5172076655265538,0.5889024298767979
